0,1,2,3,4,5,6
59283d5a-0248-4016-91e7-c1b3d2d155be,1760377320.564555,CP-B1,biomed,0.36000000000000004,0,1
65ebd1c3-9e88-48ff-b75f-4c861bb3900e,1760377320.564555,CP-B1,biomed,0.405,0,0
117053c0-c695-4525-9e11-4d32f8ab1a63,1760377320.564555,CP-B1,biomed,0.4549706783830294,0,1
1dc9d0a2-7632-4f22-b076-7217bd447418,1760378631.910639,CP-B1,biomed,0.36000000000000004,0,1
36533720-6124-459d-bd4e-a658b78f25a7,1760378631.910639,CP-B1,biomed,0.4544090151906733,0,0
e3f6b911-1faa-483c-b1d1-26fafd07e6b9,1760378631.910639,CP-B1,biomed,0.45533515059326024,0,1
